table,prompt,field,data_type,mmria_path,value1,value2,mmria_value,Comments
OfficeVisits26MV_Lab_grid," """"", MV_LabResult, System.String,other_medical_office_visits/laboratory_tests/result,,,,
OfficeVisits26MV_Lab_grid," """"", MV_LabDiagLev, System.String,other_medical_office_visits/laboratory_tests/diagnostic_level,,,(blank),
OfficeVisits26MV_Lab_grid," """"", MV_LabDiagLev, System.String,other_medical_office_visits/laboratory_tests/diagnostic_level,Within normal limits,,Within Normal Limits,
OfficeVisits26MV_Lab_grid," """"", MV_LabDiagLev, System.String,other_medical_office_visits/laboratory_tests/diagnostic_level,Mildly decreased,,Mildly Decreased,
OfficeVisits26MV_Lab_grid," """"", MV_LabDiagLev, System.String,other_medical_office_visits/laboratory_tests/diagnostic_level,Decreased,,Decreased,
OfficeVisits26MV_Lab_grid," """"", MV_LabDiagLev, System.String,other_medical_office_visits/laboratory_tests/diagnostic_level,Markedly decreased,,Markedly Decreased,
OfficeVisits26MV_Lab_grid," """"", MV_LabDiagLev, System.String,other_medical_office_visits/laboratory_tests/diagnostic_level,Mildly increased,,Mildly Increased,
OfficeVisits26MV_Lab_grid," """"", MV_LabDiagLev, System.String,other_medical_office_visits/laboratory_tests/diagnostic_level,Increased,,Increased,
OfficeVisits26MV_Lab_grid," """"", MV_LabDiagLev, System.String,other_medical_office_visits/laboratory_tests/diagnostic_level,Markedly increased,,Markedly Increased,
OfficeVisits26MV_Lab_grid," """"", MV_LabDiagLev, System.String,other_medical_office_visits/laboratory_tests/diagnostic_level,Not applicable,,Not Applicable,
OfficeVisits26MV_Lab_grid," """"", MV_LabDiagLev, System.String,other_medical_office_visits/laboratory_tests/diagnostic_level,Not specified,,Not Specified,
OfficeVisits26MV_Lab_grid," """"", MV_LabFlag, System.String,other_medical_office_visits/laboratory_tests/flag,,,(blank),
OfficeVisits26MV_Lab_grid," """"", MV_LabFlag, System.String,other_medical_office_visits/laboratory_tests/flag,Highest,,Highest,
OfficeVisits26MV_Lab_grid," """"", MV_LabFlag, System.String,other_medical_office_visits/laboratory_tests/flag,Lowest,,Lowest,
OfficeVisits26MV_Lab_grid," """"", MV_LabDate, System.DateTime,other_medical_office_visits/laboratory_tests/date_and_time,,,,
OfficeVisits25MV_MedHist_grid, Relevant Medical History," """"",,,,,,
OfficeVisits25MV_MedHist_grid," """"", MV_MHCom, System.String,other_medical_office_visits/relevant_medical_history/comments,,,,
OfficeVisits25MV_MedHist_grid," """"", MV_MHFind, System.String,other_medical_office_visits/relevant_medical_history/finding,,,,
OfficeVisits27MV_Meds_grid, Medications," """"",,,,,,
OfficeVisits27MV_Meds_grid," """"", MV_MedsName, System.String,other_medical_office_visits/medications/medication_name,,,,
OfficeVisits27MV_Meds_grid," """"", MV_MedsDUFD, System.String,other_medical_office_visits/medications/dose_frequeny_duration,,,,
OfficeVisits27MV_Meds_grid," """"", MV_MedsAReact, System.String,other_medical_office_visits/medications/adverse_reaction,,,,
OfficeVisits27MV_Meds_grid," """"", MV_MedsDate, System.DateTime,other_medical_office_visits/medications/date_and_time,,,,
OfficeVisits26MV_PE_grid, Physical exam," """"",,,,,,
OfficeVisits26MV_PE_grid," """"", MV_PEFind, System.String,other_medical_office_visits/physical_exam/finding,,,,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,,,(blank),
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Constitutional,,Constitutional,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Eyes,,Eyes,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Musculoskeletal,,Musculoskeletal,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Skin,,Skin,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Ear/Nose/Throat,,Ear/Nose/Throat,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Neurological,,Neurological,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Respiratory,,Respiratory,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Endoncrine,,Endoncrine,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Cardiovascular,,Cardiovascular,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Psychiatric,,Psychiatric,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Gastrointestinal,,Gastrointestinal,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Genitourinary,,Genitourinary,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Immunologic,,Immunologic,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Hemotologic,,Hematologic,
OfficeVisits26MV_PE_grid," """"", MV_PESys1, System.String,other_medical_office_visits/physical_exam/body_system,Other,,Other,
OfficeVisits26MV_PE_grid," """"", MV_PECom, System.String,other_medical_office_visits/physical_exam/comment,,,,
OfficeVisits27MV_RF_grid, Referrals and consultations," """"",,,,,,
OfficeVisits27MV_RF_grid," """"", MV_RFDate, System.DateTime,other_medical_office_visits/referrals_and_consultations/date,,,,
OfficeVisits27MV_RF_grid," """"", MV_RFSpecialty, System.String,other_medical_office_visits/referrals_and_consultations/speciality,,,,
OfficeVisits27MV_RF_grid," """"", MV_RFReas, System.String,other_medical_office_visits/referrals_and_consultations/reason,,,,
OfficeVisits27MV_RF_grid," """"", MV_RFRecommend, System.String,other_medical_office_visits/referrals_and_consultations/recommendations,,,,
OfficeVisits25MV_SocHist_grid, Relevant social history," """"",,,,,,
OfficeVisits25MV_SocHist_grid," """"", MV_SHCom, System.String,other_medical_office_visits/relevant_social_history/comments,,,,
OfficeVisits25MV_SocHist_grid," """"", MV_SHFind, System.String,other_medical_office_visits/relevant_social_history/finding,,,,
OfficeVisits26MV_Techn_grid, Diagnostic imaging and other technology," """"",,,,,,
OfficeVisits26MV_Techn_grid," """"", MV_TechnType, System.String,other_medical_office_visits/diagnostic_imaging_and_other_technology/technology_type,,,(blank),
OfficeVisits26MV_Techn_grid," """"", MV_TechnType, System.String,other_medical_office_visits/diagnostic_imaging_and_other_technology/technology_type,CT,,CT,
OfficeVisits26MV_Techn_grid," """"", MV_TechnType, System.String,other_medical_office_visits/diagnostic_imaging_and_other_technology/technology_type,CVS,,CVS,
OfficeVisits26MV_Techn_grid," """"", MV_TechnType, System.String,other_medical_office_visits/diagnostic_imaging_and_other_technology/technology_type,ECG,,ECG,
OfficeVisits26MV_Techn_grid," """"", MV_TechnType, System.String,other_medical_office_visits/diagnostic_imaging_and_other_technology/technology_type,EEG,,EEG,
OfficeVisits26MV_Techn_grid," """"", MV_TechnType, System.String,other_medical_office_visits/diagnostic_imaging_and_other_technology/technology_type,MRI,,MRI,
OfficeVisits26MV_Techn_grid," """"", MV_TechnType, System.String,other_medical_office_visits/diagnostic_imaging_and_other_technology/technology_type,PET,,PET,
OfficeVisits26MV_Techn_grid," """"", MV_TechnType, System.String,other_medical_office_visits/diagnostic_imaging_and_other_technology/technology_type,US,,US,
OfficeVisits26MV_Techn_grid," """"", MV_TechnType, System.String,other_medical_office_visits/diagnostic_imaging_and_other_technology/technology_type,Xray,,Xray,
OfficeVisits26MV_Techn_grid," """"", MV_TechnType, System.String,other_medical_office_visits/diagnostic_imaging_and_other_technology/technology_type,Other,,Other,
OfficeVisits26MV_Techn_grid," """"", MV_TechnTarget, System.String,other_medical_office_visits/diagnostic_imaging_and_other_technology/target_procedure,,,,
OfficeVisits26MV_Techn_grid," """"", MV_TechnFind, System.String,other_medical_office_visits/diagnostic_imaging_and_other_technology/finding,,,,
OfficeVisits26MV_Techn_grid," """"", MV_TechnDate, System.DateTime,other_medical_office_visits/diagnostic_imaging_and_other_technology/date_and_time,,,,
OfficeVisits26MV_Vitalsigns_grid, Vital signs," """"",,,,,,
OfficeVisits26MV_Vitalsigns_grid," """"", MV_VSDate, System.DateTime,other_medical_office_visits/vital_signs/date_and_time,,,,
OfficeVisits26MV_Vitalsigns_grid," """"", MV_VSTemp, System.Double,other_medical_office_visits/vital_signs/temperature,,,,
OfficeVisits26MV_Vitalsigns_grid," """"", MV_VSRespir, System.Double,other_medical_office_visits/vital_signs/respiration,,,,
OfficeVisits26MV_Vitalsigns_grid," """"", MV_VSSystolic, System.Double,other_medical_office_visits/vital_signs/bp_systolic,,,,
OfficeVisits26MV_Vitalsigns_grid," """"", MV_VSDiastolic, System.Double,other_medical_office_visits/vital_signs/bp_diastolic,,,,
OfficeVisits26MV_Vitalsigns_grid," """"", MV_VSPulse, System.Double,other_medical_office_visits/vital_signs/pulse,,,,
OfficeVisits27MV_VSum_grid, Visit summary," """"",,,,,,
OfficeVisits27MV_VSum_grid," """"", MV_VSAbnFind, System.String,other_medical_office_visits/new_grid/abnormal_findings,,,,
OfficeVisits27MV_VSum_grid," """"", MV_RecomAP, System.String,other_medical_office_visits/new_grid/recommendations_and_action_plans,,,,
PrenatalCareRecord13PC_FamHist_grid, Family medical history," """"",,,,,,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHAgeDied, System.Double,prenatal/family_medical_history/age_at_death,,,,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHRelat, System.String,prenatal/family_medical_history/relation,,,(blank),
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHRelat, System.String,prenatal/family_medical_history/relation,Mother,,Mother,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHRelat, System.String,prenatal/family_medical_history/relation,Father,,Father,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHRelat, System.String,prenatal/family_medical_history/relation,Sister,,Sister,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHRelat, System.String,prenatal/family_medical_history/relation,Brother,,Brother,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHRelat, System.String,prenatal/family_medical_history/relation,Grandparent,,Grandparent,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHRelat, System.String,prenatal/family_medical_history/relation,Aunt/Uncle,,Aunt/Uncle,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHRelat, System.String,prenatal/family_medical_history/relation,Cousin,,Cousin,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHRelat, System.String,prenatal/family_medical_history/relation,Other,,Other,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHLive, System.String,prenatal/family_medical_history/is_living,,,(blank),
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHLive, System.String,prenatal/family_medical_history/is_living,Yes,,Yes,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHLive, System.String,prenatal/family_medical_history/is_living,No,,No,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHLive, System.String,prenatal/family_medical_history/is_living,Not specified,,Not Specified,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHCond, System.String,prenatal/family_medical_history/condition,,,,
PrenatalCareRecord13PC_FamHist_grid," """"", PC_FHComm, System.String,prenatal/family_medical_history/comments,,,,
PrenatalCareRecord16PC_HospER_grid, Were there pre-delivery hospitalizations or ER visits?," """"",,,,,,
PrenatalCareRecord16PC_HospER_grid," """"", PC_HospERDuration, System.String,prenatal/pre_delivery_hospitalizations_details/duration,,,,
PrenatalCareRecord16PC_HospER_grid," """"", PC_HospERReason, System.String,prenatal/pre_delivery_hospitalizations_details/reason,,,,
PrenatalCareRecord16PC_HospER_grid," """"", PC_HospERCom, System.String,prenatal/pre_delivery_hospitalizations_details/comments,,,,
PrenatalCareRecord16PC_HospER_grid," """"", PC_HospERDate, System.DateTime,prenatal/pre_delivery_hospitalizations_details/date,,,,
PrenatalCareRecord16PC_HospER_grid," """"", PC_HospERFac, System.String,prenatal/pre_delivery_hospitalizations_details/facility,,,,
PrenatalCareRecord13PC_MedHist_grid, Were there pre-existing medical conditions?," """"",,,,,,
PrenatalCareRecord13PC_MedHist_grid," """"", PC_MHCond, System.String,prenatal/pre_existing_conditons_grid/condition,,,,
PrenatalCareRecord13PC_MedHist_grid," """"", PC_MHDur, System.String,prenatal/pre_existing_conditons_grid/duration,,,,
PrenatalCareRecord13PC_MedHist_grid," """"", PC_MHComm, System.String,prenatal/pre_existing_conditons_grid/comments,,,,
PrenatalCareRecord16PC_Meds_grid, List of medications / drugs during pregnancy," """"",,,,,,
PrenatalCareRecord16PC_Meds_grid," """"", PC_MedsReasn, System.String,prenatal/medications_and_drugs_during_pregnancy/reason,,,,
PrenatalCareRecord16PC_Meds_grid," """"", PC_MedsDate, System.DateTime,prenatal/medications_and_drugs_during_pregnancy/date,,,,
PrenatalCareRecord16PC_Meds_grid," """"", PC_MedsDrug, System.String,prenatal/medications_and_drugs_during_pregnancy/medication,,,,
PrenatalCareRecord16PC_Meds_grid," """"", PC_MedsReact, System.String,prenatal/medications_and_drugs_during_pregnancy/is_adverse_reaction,,,(blank),
PrenatalCareRecord16PC_Meds_grid," """"", PC_MedsReact, System.String,prenatal/medications_and_drugs_during_pregnancy/is_adverse_reaction,Yes,,Yes,
PrenatalCareRecord16PC_Meds_grid," """"", PC_MedsReact, System.String,prenatal/medications_and_drugs_during_pregnancy/is_adverse_reaction,No,,No,
PrenatalCareRecord16PC_Meds_grid," """"", PC_MedsReact, System.String,prenatal/medications_and_drugs_during_pregnancy/is_adverse_reaction,Not specified,,Not Specified,
PrenatalCareRecord16PC_Meds_grid," """"", PC_MedsDose, System.String,prenatal/medications_and_drugs_during_pregnancy/dose_frequency_duration,,,,
PrenatalCareRecord15PC_OthrTest_Grid, Other laboratory tests," """"",,,,,,
PrenatalCareRecord15PC_OthrTest_Grid," """"", PC_OTCom, System.String,prenatal/other_lab_tests/comments,,,,
PrenatalCareRecord15PC_OthrTest_Grid," """"", PC_OTResults, System.String,prenatal/other_lab_tests/results,,,,
PrenatalCareRecord15PC_OthrTest_Grid," """"", PC_OTProc, System.String,prenatal/other_lab_tests/test_or_procedure,,,,
PrenatalCareRecord15PC_OthrTest_Grid," """"", PC_OTDate, System.DateTime,prenatal/other_lab_tests/date_and_time,,,,
PrenatalCareRecord14PC_PgHist_grid, Pregnancy history," """"",,,,,,
PrenatalCareRecord14PC_PgHist_grid," """"", Gestationalagewks, System.Double,prenatal/pregnancy_history/details_grid/gestational_age,,,,
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHMethDel, System.String,prenatal/pregnancy_history/details_grid/method_of_delivery,,,,
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHDate, System.DateTime,prenatal/pregnancy_history/details_grid/date_ended,,,,
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHBWgt, System.Double,prenatal/pregnancy_history/details_grid/birth_weight,,,,
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHOutcome, System.String,prenatal/pregnancy_history/details_grid/outcome,,,(blank),
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHOutcome, System.String,prenatal/pregnancy_history/details_grid/outcome,Live birth,,Live Birth,
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHOutcome, System.String,prenatal/pregnancy_history/details_grid/outcome,Stillbirth,,Stillbirth,
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHOutcome, System.String,prenatal/pregnancy_history/details_grid/outcome,Miscarriage,,Miscarriage,
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHOutcome, System.String,prenatal/pregnancy_history/details_grid/outcome,Abortion,,Abortion,
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHOutcome, System.String,prenatal/pregnancy_history/details_grid/outcome,Ectopic,,Ectopic,
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHOutcome, System.String,prenatal/pregnancy_history/details_grid/outcome,Other,,Other,
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHCompl, System.String,prenatal/pregnancy_history/details_grid/complications,,,(blank),
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHLBLive, System.String,prenatal/pregnancy_history/details_grid/is_now_living,,,(blank),
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHLBLive, System.String,prenatal/pregnancy_history/details_grid/is_now_living,Yes,,Yes,
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHLBLive, System.String,prenatal/pregnancy_history/details_grid/is_now_living,No,,No,
PrenatalCareRecord14PC_PgHist_grid," """"", PC_PHLBLive, System.String,prenatal/pregnancy_history/details_grid/is_now_living,Not specified,,Not Specified,
PrenatalCareRecord15PC_PgProb_Grid, Were there problems identified during the current pregnancy?," """"",,,,,,
PrenatalCareRecord15PC_PgProb_Grid," """"", PC_PgProb, System.String,prenatal/problems_identified_grid/problem,,,,
PrenatalCareRecord15PC_PgProb_Grid," """"", PC_PgProbCom, System.String,prenatal/problems_identified_grid/comments,,,,
PrenatalCareRecord15PC_PgProb_Grid," """"", PC_DtPgProb, System.DateTime,prenatal/problems_identified_grid/date_1st_noted,,,,
PrenatalCareRecord15PC_PgProc_Grid, Diagnostic procedures," """"",,,,,,
PrenatalCareRecord15PC_PgProc_Grid," """"", PC_PgProcedure, System.String,prenatal/diagnostic_procedures/procedure,,,,
PrenatalCareRecord15PC_PgProc_Grid," """"", PC_PgProcCom, System.String,prenatal/diagnostic_procedures/comments,,,,
PrenatalCareRecord15PC_PgProc_Grid," """"", PC_DtProc, System.DateTime,prenatal/diagnostic_procedures/date,,,,
PrenatalCareRecord16PC_Referrals_Grid, Were there referrals to other medical specialists/subspecialists?," """"",,,,,,
PrenatalCareRecord16PC_Referrals_Grid," """"", PC_RefDate, System.String,prenatal/medical_referrals/date,,,,
PrenatalCareRecord16PC_Referrals_Grid," """"", PC_RefSpType, System.String,prenatal/medical_referrals/type_of_specialist ,,,,
PrenatalCareRecord16PC_Referrals_Grid," """"", PC_RefReason, System.String,prenatal/medical_referrals/reason,,,,
PrenatalCareRecord16PC_Referrals_Grid," """"", PC_RefKept, System.String,prenatal/medical_referrals/was_appointment_kept,,,(blank),
PrenatalCareRecord16PC_Referrals_Grid," """"", PC_RefKept, System.String,prenatal/medical_referrals/was_appointment_kept,Yes,,Yes,
PrenatalCareRecord16PC_Referrals_Grid," """"", PC_RefKept, System.String,prenatal/medical_referrals/was_appointment_kept,No,,No,
PrenatalCareRecord16PC_Referrals_Grid," """"", PC_RefKept, System.String,prenatal/medical_referrals/was_appointment_kept,Not specified,,Not Specified,
PrenatalCareRecord15PC_RMonitor_grid, Routine Monitoring," """"",,,,,,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_SystolicBP, System.Double,prenatal/routine_monitoring/systolic_bp,,,,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_DiastolicBP, System.Double,prenatal/routine_monitoring/diastolic,,,,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UProtein, System.String,prenatal/routine_monitoring/urine_protein,,,(blank),
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UProtein, System.String,prenatal/routine_monitoring/urine_protein,Negative,,Negative,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UProtein, System.String,prenatal/routine_monitoring/urine_protein,Trace,,Trace,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UProtein, System.String,prenatal/routine_monitoring/urine_protein,1+,,1+,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UProtein, System.String,prenatal/routine_monitoring/urine_protein,2+,,2+,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UProtein, System.String,prenatal/routine_monitoring/urine_protein,3+,,3+,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UProtein, System.String,prenatal/routine_monitoring/urine_protein,4+,,4+,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UKetones, System.String,prenatal/routine_monitoring/urine_ketones,,,(blank),
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UKetones, System.String,prenatal/routine_monitoring/urine_ketones,Negative,,Negative,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UKetones, System.String,prenatal/routine_monitoring/urine_ketones,Trace,,Trace,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UKetones, System.String,prenatal/routine_monitoring/urine_ketones,1+,,1+,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UKetones, System.String,prenatal/routine_monitoring/urine_ketones,2+,,2+,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UKetones, System.String,prenatal/routine_monitoring/urine_ketones,3+,,3+,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UKetones, System.String,prenatal/routine_monitoring/urine_ketones,4+,,4+,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UGlucose, System.String,prenatal/routine_monitoring/urine_glucose,,,(blank),
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UGlucose, System.String,prenatal/routine_monitoring/urine_glucose,Negative,,Negative,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UGlucose, System.String,prenatal/routine_monitoring/urine_glucose,Trace,,Trace,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UGlucose, System.String,prenatal/routine_monitoring/urine_glucose,1+,,1+,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UGlucose, System.String,prenatal/routine_monitoring/urine_glucose,2+,,2+,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UGlucose, System.String,prenatal/routine_monitoring/urine_glucose,3+,,3+,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_UGlucose, System.String,prenatal/routine_monitoring/urine_glucose,4+,,4+,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_BHct, System.Double,prenatal/routine_monitoring/blood_hematocrit,,,,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_DWgt, System.Double,prenatal/routine_monitoring/weight,,,,
PrenatalCareRecord15PC_RMonitor_grid," """"", PC_RMDate, System.DateTime,prenatal/routine_monitoring/date_and_time,,,,
PrenatalCareRecord16PC_Source_grid, Sources of prenatal care information from other than the primary provider (transferred records)," """"",,,,,,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcPlace, System.String,prenatal/other_sources_of_prenatal_care/place,,,(blank),
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcPlace, System.String,prenatal/other_sources_of_prenatal_care/place,1 - Hospital,1,Hospital,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcPlace, System.String,prenatal/other_sources_of_prenatal_care/place,2 - Clinic,2,Clinic,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcPlace, System.String,prenatal/other_sources_of_prenatal_care/place,3 - Office,3,Office,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcPlace, System.String,prenatal/other_sources_of_prenatal_care/place,4 - Other,4,Other,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcPlace, System.String,prenatal/other_sources_of_prenatal_care/place,5 - Unknown,5,Unknown,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcPlace, System.String,prenatal/other_sources_of_prenatal_care/place,6 - No prenatal care,6,No Prenatal Care,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcPlace, System.String,prenatal/other_sources_of_prenatal_care/place,9 - Not specified,9,Not Specified,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcProvType, System.String,prenatal/other_sources_of_prenatal_care/provider_type,,,(blank),
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcProvType, System.String,prenatal/other_sources_of_prenatal_care/provider_type,1 - OBGYN,1,OBGYN,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcProvType, System.String,prenatal/other_sources_of_prenatal_care/provider_type,2 - MFM,2,MFM,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcProvType, System.String,prenatal/other_sources_of_prenatal_care/provider_type,3 - Family Practice,3,Family Practice,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcProvType, System.String,prenatal/other_sources_of_prenatal_care/provider_type,4 - Other subspecialist,4,Other Subspecialist,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcProvType, System.String,prenatal/other_sources_of_prenatal_care/provider_type,5 - Other,5,Other,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcProvType, System.String,prenatal/other_sources_of_prenatal_care/provider_type,9 - Unknown,9,Unknown,
PrenatalCareRecord16PC_Source_grid," """"", PC_SrcCity, System.String,prenatal/other_sources_of_prenatal_care/city,,,,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,,,(blank),
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,AL - Alabama,AL,AL- Alabama,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,AK - Alaska,AK,AK- Alaska,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,AZ - Arizona,AZ,AZ- Arizona,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,AR - Arkansas,AR,AR- Arkansas,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,CA - California,CA,CA- California,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,CO - Colorado,CO,CO- Colorado,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,CT - Connecticut,CT,CT- Connecticut,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,DE - Delaware,DE,DE- Delaware,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,DC - District of Columbia,DC,DC- District of Columbia,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,FL - Florida,FL,FL- Florida,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,GA - Georgia,GA,GA- Georgia,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,HI - Hawaii,HI,HI- Hawaii,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,ID - Idaho,ID,ID- Idaho,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,IL - Illinois,IL,IL- Illinois,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,IN - Indiana,IN,IN- Indiana,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,IA - Iowa,IA,IA- Iowa,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,KS - Kansas,KS,KS- Kansas,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,KY - Kentucky,KY,KY- Kentucky,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,LA - Louisiana,LA,LA- Louisiana,
PrenatalCareRecord16PC_Source_grid," """"", State, System.String,prenatal/other_sources_of_prenatal_care/state,ME - Maine,ME,ME- Maine,
